Journal Title,Publisher,ISSN,ISSN Online,Year Inception,Web Address,Field of Research,ABDC Rating 
Asia Pacific Public Relations Journal,University of Newcastle,1440-4389	,1839-8227	,1999	,http://novaojs.newcastle.edu.au/apprj/index.php/apprj/index,1505	,B 
Asia-Pacific Financial Markets,Springer International Publishing,1387-2834	,1573-6946	,1994	,http://link.springer.com/journal/10690,1502	,C 
Asia-Pacific Journal of Accounting and Economics,Taylor & Francis Online,1608-1625	,	,1993	,http://www.tandfonline.com/toc/raae20/current,1501	,B 
Asia-Pacific Journal of Business Administration,Emerald Group Publishing,1757-4323	,1757-4331	,2009	,http://www.emeraldinsight.com/journal/apjba,1503	,C 
Asia-Pacific Journal of Human Resources,Sage Publications ,1038-4111	,1744-7941	,1962	,http://apj.sagepub.com,1503	,B 
Asia-Pacific Journal of Operational Research,World Scientific Publishing ,0217-5959	,1793-7019	,1973	,http://www.worldscientific.com/worldscinet/,1503	,C 
Asia-Pacific Journal of Risk and Insurance,De Gruyter,1793-2157	,	,2005	,http://www.degruyter.com/view/j/apjri,1502	,B 
Asia-Pacific Management Accounting Journal,Asia-Pacific Management Accounting Association,1675-3194	,	,2006	,http://arionline.uitm.edu.my/ojs/index.php/APMAJ,1501	,C 
Asia-Pacific Management Review,National Cheng Kung University ,1029-3132	,1029-3132	,1996	,http://apmr.management.ncku.edu.tw/,1503	,C 
Asia-Pacific Population Journal,Population Division of the United Nations Economic and Social Commission for Asia,0259-238X	,1564-4278	,1986	,http://www.unescap.org/esid/psis/population/journal/index.asp,1503	,C 
Asia-Pacific Tax Bulletin,International Bureau of Fiscal Documentation,1385-3082	,	,1983	,http://www.ibfd.org/,180125	,C 
Asian Academy of Management Journal,Universiti Sains Malaysia,1394-2603	,	,1996	,http://www.usm.my/aamj/,1503	,C 
Asian Academy of Management Journal of Accounting and Finance,Universiti Sains Malaysia,1823-4992	,1985-8299	,	,http://web.usm.my/journal/aamjaf/main.htm,1501	,C 
Asian and Pacific Economic Review,ya tai jing ji bian ji bu  ,1000-6052	,	,1985	,http://www.oriprobe.com/journals/ytjj.html,1402	,C 
Asian and Pacific Migration Review,Scalabrini Migration Center,0117-1968	,	,1992	,http://www.smc.org.ph/apmj.htm,1503	,C 
Asian Business and Management,Springer International Publishing,1472-4782	,1476-9328	,2002	,http://www.springer.com/business+%26+management/journal/41291,1503	,C 
Asian Case Research Journal,World Scientific Publishing ,0218-9275	,1793-6772	,	,http://www.worldscientific.com/worldscinet/acrj,1503	,C 
Asian Development Review: Studies of Asian and Pacific Economic Issues,MIT Press,0116-1105	,0116-1105	,1983	,http://www.adb.org/,1402	,C 
Asian Economic and Financial Review,Asian Economic and Social Society,2305-2147	,2222-6737	,2011	,http://www.aessweb.com/journals/5002,1499	,C 
Asian Economic Journal,"John Wiley & Sons, Inc.",1351-3958	,1467-8381	,1987	,http://www.wiley.com/,1402	,B 
Asian Economic Papers,MIT Press,1535-3516	,1536-0083	,2000	,http://www.mitpressjournals.org/,1402	,B 
Asian Economic Policy Review,"John Wiley & Sons, Inc. ",1832-8105	,1748-3131	,2006	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-AEPR.html,1402	,C 
Asian Economies,Ajia Keizai Kenkyujo,0002-2942	,	,1960	,http://www.ide.go.jp/,1402	,C 
Asian Journal of Accounting and Governance,Universiti Kebangsaan,2180-3838	,	,	,http://www.ukm.my/ajag/call.html,1501	,C 
Asian Journal of Agriculture and Development,Southeast Asian Regional Center for Graduate Study and Research in Agriculture,1656-4383	,	,2004	,http://catalogue.nla.gov.au/Record/4696584,1499	,C 
Asian Journal of Business and Accounting,University of Malaysia ,1985-4064 	,2180-3137	,2008	,http://ajba.um.edu.my ,1501	,C 
Asian Journal of Business Research,,2463-4522	,1178-8933	,2011	,http://www.magscholar.com/joomla/index.php/about-the-journal ,1505	,C 
Asian Journal of Empirical Research,Asian Economic and Social Society,2306-983X	,2224-4425	,2011	,http://www.aessweb.com/journals/5004,1499	,C 
Asian Journal of Finance and Accounting,"Macrothink Institute, Inc.",1946-052X	,	,2009	,http://www.macrothink.org/journal/index.php/ajfa,1501	,C 
Asian Journal of International Law,National University of Singapore ,1793-0448	,	,1997	,http://www.peacepalacelibrary.nl/plinklet/index.php?sid=related&ppn=302563245,180125	,C 
Asian Journal of Marketing (SING),"Marketing Institute of Singapore and Faculty of Business Administration, National University of Singapore",0218-6101	,	,1992	,http://www.worldcat.org/title/asian-journal-of-marketing/oclc/29893432,1505	,C 
Asian Journal of Political Science,Taylor & Francis Online,0218-5377	,1750-7812	,1993	,http://www.tandfonline.com/cajp,1599	,B 
Asian Journal of Social Science,National University of Singapore,1568-4849	,2212-3857	,1987	,http://www.brill.com/cn/asian-journal-social-science,1503	,C 
Asian Journal of Tourism and Hospitality Research,,1908-8388	,	,2007	,,1506	,C 
Asian Population Studies,Taylor & Francis Online,1744-1730	,1744-1749	,2005	,http://www.tandfonline.com/raps,1503	,B 
Asian Review of Accounting,,1321-7348	,1758-8863	,1992	,http://www.emeraldinsight.com/loi/ara,1501	,B 
Asian Social Science,Canadian Center of Science and Education,1911-2017	,1911-2025	,2005	,http://ccsenet.org/journal/index.php/ass/,1402	,C 
Asian Survey: a bi-monthly review of contemporary Asian affairs,University of California Press,0004-4687	,1533-838X	,2011	,http://www.worldcat.org/title/asian-survey-a-bimonthly-review-of-contemporary-asian-affairs/oclc/243417289,1599	,C 
Asian-African Journal of Economics and Econometrics,Serials Publications ,0972-3986	,	,2001	,http://www.serialsjournals.com/journal-detail.php?journals_id=10,1403	,C 
Asian-Pacific Economic Literature,"John Wiley & Sons, Inc.",0818-9935	,1467-8411	,1985	,https://authorservices.wiley.com/bauthor/Aims_scope.asp?ref=0818-9935&site=1,1402	,C 
ASOR Bulletin,Australian Society for Operations Reseach Inc. ,0812-860X	,1446-6678	,1981	,http://www.asor.org.au/,1503	,C 
Asper Review of International Business and Trade Law,"University of Manitoba, Faculty of Law",1496-9572	,	,2001	,http://asper-chair.com/,180105	,C 
Astin Bulletin: the journal of the International Actuarial Association,Cambridge University Press,0515-0361	,1783-1350	,1958	,http://journals.cambridge.org/action/displayJournal?jid=ASB,1502	,A 
ATA Journal of Legal Tax Research,American Accounting Association,1543-866X	,	,2003	,http://aaajournals.org/loi/jltr,180125	,C 
Atlantic Economic Journal,Springer International Publishing,0197-4254	,1573-9678	,1973	,http://www.springerlink.com/,1402	,C 
Auckland University Law Review,Auckland University Law Students' Society,0067-0510	,	,1967	,http://www.lcanz.auckland.ac.nz/record/?f_ab_rc_ide=4,180105	,C 
Auditing: A Journal of Practice and Theory,American Accounting Association,0278-0380	,1558-7991	,1981	,http://aaajournals.org/loi/ajpt,1501	,A* 
Australasian Accounting Business and Finance Journal,,1834-2000	,1834-2019	,2007	,http://ro.uow.edu.au/aabfj/,1501	,C 
Australasian Agribusiness Review,The University of Melbourne,1442-6951	,	,1993	,http://www.agrifood.info/review/,1599	,C 
Australasian Dispute Resolution Journal,Thomson Reuters,1441-7847	,1441-7847	,1990	,http://sites.thomsonreuters.com.au/journals/category/australasian-dispute-resolution-journal/,1503	,C 
Australasian Journal of Business and Behavioural Sciences,Australasian Business and Behavioural Sciences Association,1832-0422	,	,2005	,http://www.usq.edu.au/,1501	,C 
Australasian Journal of Business and Social Inquiry,Southern Cross University Division of Business,1447-7033	,1447-7033	,2003	,http://academicglobalpublications.com/,1503	,C 
Australasian Journal of Economics Education,University of Queensland,1448-448X	,1448-4498	,2004	,http://www.uq.edu.au/economics/AJEE/,1402	,C 
Australasian Journal of Environmental Management,Taylor & Francis Online,1448-6563	,2159-5356	,1994	,http://www.tandfonline.com/loi/tjem20,1503	,A 
Australasian Journal of Information Systems,,1449-8618	,1326-2238	,1993	,http://journal.acs.org.au/index.php/ajis,806	,A 
Australasian Journal of Natural Resources Law and Policy,University of New South Wales ,1320-5323	,	,1994	,https://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=1320-5323,180105	,B 
Australasian Journal of Regional Studies,Australian and New Zealand Regional Science Association,1324-0935	,	,1987	,http://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=1324-0935,1503	,B 
Australasian Journal on Ageing,"John Wiley & Sons, Inc.",1440-6381	,1741-6612	,1966	,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1741-6612,1503	,B 
Australasian Marketing Journal,Elsevier ,1441-3582	,	,1993	,http://www.journals.elsevier.com/australasian-marketing-journal/,1505	,B 
Australasian Parks and Leisure,Universal Magazines,1446-5604	,	,	,,1504	,C 
Australia. National Institute of Economic & Industry Research. National Economic Review,,0813-9474	,	,1984	,http://search.informit.com.au/,1402	,C 
Australian Accounting Review,"John Wiley & Sons, Inc.",1035-6908	,1835-2561	,1991	,http://www.wiley.com/bw/journal.asp?ref=1035-6908,1501	,B 
Australian and New Zealand Journal of Criminology,Sage Publications,0004-8658	,1837-9273	,1968	,http://anj.sagepub.com/,180105	,A 
Australian and New Zealand Journal of Statistics,"John Wiley & Sons, Inc.",1369-1473	,1467-842X	,1998	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-ANZS.html,104	,A 
Australian Banking and Finance Law Bulletin,Prospect Media,1035-2155	,1447-137X	,1985	,http://www.lexisnexis.com.au,180105	,C 
Australian Bar Review,University of Western Australia,0814-8589	,	,1986	,http://www.lexisnexis.com/,180105	,A 
Australian Bulletin of Labour,Flinders University of South Australia ,0311-6336	,0311-6336	,1974	,http://search.informit.com.au/browseJournalTitle;res=IELBUS;issn=0311-6336,1503	,B 
Australian Bureau of Agricultural and Resource Economics. Australian Commodities,Australian Bureau of Agricultural and Resource Economics,1321-7844	,	,1948	,http://search.informit.com.au/browseJournalTitle;res=IELBUS;issn=1321-7844,1402	,C 
Australian Business Law Review,Thomson Reuters,0310-1053	,	,1973	,http://sites.thomsonreuters.com.au/journals/category/australian-business-law-review/,180105	,A 
"Australian Economic History Review: an Asia-Pacific journal of economic, business & social history",,0004-8992	,1467-8446	,1956	,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1467-8446,1402	,B 
Australian Economic Papers,"John Wiley & Sons, Inc.",0004-900X	,1467-8454	,1962	,http://www.wiley.com/,1402	,B 
Australian GST Journal,Thomson Reuters,1445-4068	,	,1998	,http://sites.thomsonreuters.com.au/journals/category/australian-gst-journal-agstj/page/2/,180125	,C 
Australian Intellectual Property Journal,Thomson Reuters,1038-1635	,	,1990	,http://sites.thomsonreuters.com.au/journals/category/australian-intellectual-property-journal/,180105	,C 
Australian Journal of Actuarial Practice (formerly Australian Actuarial Journal),Institute of Actuaries of Australia,2203-2290	,2203-5354	,1997	,https://www.actuaries.asn.au/knowledge-bank/australian-journal-of-actuarial-practice,1502	,C 
Australian Journal of Asian Law,Federation Press,1443-0738	,	,2000	,http://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=1443-0738,180105	,C 
Australian Journal of Career Development,Sage Publications ,1038-4162	,2200-6974	,1992	,http://acd.sagepub.com/,1503	,B 
Australian Journal of Communication,Australia and New Zealand Communication Association ,0811-6202	,0811-6202	,1976	,https://search.informit.com.au/browseJournalTitle;res=IELAPA;issn=0811-6202,1503	,A 
Australian Journal of Competition and Consumer Law (formerly Trade Practices Law Journal),Thomson Reuters,1039-3277	,	,1993	,http://sites.thomsonreuters.com.au/journals/category/trade-practices-law-journal/,180105	,B 
Australian Journal of Corporate Law,LexisNexis,1037-4124	,	,1991	,http://www.lexisnexis.com/,180105	,A 
Australian Journal of Environmental Education,Cambridge University Press,0814-0626	,2049-775X	,1984	,http://journals.cambridge.org/action/displayJournal?jid=AEE,1503	,B 
Australian Journal of Human Rights,University of New South Wales ,1323-238X	,	,1994	,http://www.ahrcentre.org/publications/ajhr,1503	,C 
Australian Journal of International Affairs,Taylor & Francis Online,1035-7718	,1465-332X	,1947	,http://www.tandfonline.com/toc/caji20/62/3,1599	,A 
Australian Journal of Labour Economics: a journal of labour economics and labour relations,Curtin University ,1328-1143	,	,1989	,http://www.business.curtin.edu.au/,1402	,B 
Australian Journal of Labour Law,LexisNexis,1030-7222	,	,1988	,http://www.lexisnexis.com.au/en-au/products/australian-journal-of-labour-law.page,180105	,A 
Australian Journal of Management,Sage Publications,0312-8962	,1327-2020	,1976	,http://www.sagepub.com/,1502	,A 
Australian Journal of Political Science,Taylor & Francis Online,1036-1146	,1363-030X	,1956	,http://www.informaworld.com/,1599	,A 
Australian Journal of Psychology,Taylor & Francis Online,0004-9530	,1742-9536	,1949	,http://www.tandfonline.com/tajp,1503	,B 
Australian Journal of Public Administration,"John Wiley & Sons, Inc.",0313-6647	,1467-8500	,1937	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-AUPA.html,1503	,A 
Australian Journal of Social Issues,Australian Social Policy Association ,0157-6321	,0004-9557	,1961	,http://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=0157-6321,1503	,B 
Australian Journal of Volunteering,Volunteering Australia,1325-8362	,1836-0246	,1996	,http://search.informit.com.au/browseJournalTitle;res=IELHSS;issn=1325-8362,1504	,B 
Australian Law Journal,Thomson Reuters,0004-9611	,	,1927	,http://sites.thomsonreuters.com.au/journals/category/the-australian-law-journal/,180105	,A 
Australian Property Law Journal,University of Western Australia,1038-5959	,	,1993	,http://www.lexisnexis.com/,180105	,B 
Australian Psychologist,Taylor & Francis Online,0005-0067	,1742-9544	,1966	,http://www.tandfonline.com/taps,1503	,B 
Australian Review of Public Affairs,The University of Sydney ,1832-1526	,	,2000	,http://www.australianreview.net/,1599	,C 
Australian Social Monitor,The University of Melbourne,1440-4842	,	,1998	,https://search.informit.com.au/browseJournalTitle;res=IELAPA;issn=1440-4842,1503	,C 
Australian Tax Forum,Tax Institute,0812-695X	,	,1984	,http://www.taxinstitute.com.au/,180125	,A 
Australian Tax Law Bulletin,LexisNexis,2203-9481	,	,2014	,http://www.lexisnexis.com.au/en-au/products/australian-tax-law-bulletin.page,180125	,C 
Australian Tax Review,Thomson Reuters,0311-094X	,	,1971	,http://sites.thomsonreuters.com.au/journals/category/australian-tax-review/,180125	,A 
Austrian Economic Quarterly,Austrian Institute of Economic Research,1025-6954	,1605-4709	,1996	,http://www.wifo.ac.at/publikationen/austrian_economic_quarterly,1499	,C 
Automation in Construction,Elsevier ,0926-5805	,1872-7891	,1992	,http://www.journals.elsevier.com/automation-in-construction/,1504	,A* 
B F u P - Betriebswirtschaftliche Forschung und Praxis,NWB Verlag GmbH & Co. KG,0340-5370	,	,1949	,http://shop.nwb.de/en/Artikel/B/BFP.aspx?b=j,1402	,C 
Baltic Journal of Economics,Taylor & Francis Online,1406-099X	,2334-4385	,1997	,http://www.tandfonline.com/toc/rbec20/current,1402	,C 
Baltic Journal of Management,Emerald Group Publishing,1746-5265	,1746-5273	,2006	,http://www.emeraldinsight.com/journal/bjm,1503	,C 
Bank of Valletta Review,Bank of Valletta,1017-7841	,	,1990	,https://www.bov.com/content/bov-review,1502	,C 
Bank Parikrama: A Journal of Banking and Finance,Bangladesh Institute of Bank Management,1019-7044	,	,	,https://www.bibm.org.bd/publication.php?category=2,1502	,C 
Banking and Finance Law Review,Sweet & Maxwell ,0832-8722	,	,1986	,http://research-repository.uwa.edu.au/en/journals/banking-and-finance-law-review(a65a78a2-918f-4cb4-958c-92f7d6b6a92e).html,180105	,B 
Banking Law Journal,Sheshunoff Information Services Inc,0005-5506	,	,1989	,http://www.heinonline.org/,180105	,C 
Banks and Bank Systems,Business Perspectives,1816-7403	,	,2006	,"http://businessperspectives.org/component/option,com_journals/task,journal/id,6/Itemid,74/",1502	,C 
Basic Income Studies: an international journal of basic income research,De Gruyter,1932-0183	,	,2006	,http://www.degruyter.com/view/j/bis,1402	,C 
Bayesian Analysis,International Society for Bayesian Analysis,1936-0975	,1931-6690	,	,https://bayesian.org/BA,104	,B 
Behavioral Research in Accounting,American Accounting Association,1050-4753	,1558-8009	,1989	,http://aaajournals.org/loi/bria,1501	,A 
Behaviour and Information Technology,Taylor & Francis Online,0144-929X	,1362-3001	,	,http://www.tandfonline.com/toc/tbit20/current,806	,A 
Benchmarking: an international journal,Emerald Group Publishing,1463-5771	,1758-4094	,1994	,http://www.emeraldinsight.com/loi/bij,1503	,B 
Berkeley Business Law Journal,Bepress,1548-7067	,	,2004	,http://businesslawjournal.org/,180105	,B 
Berkeley Technology Law Journal,University of California Press,1086-3818	,	,1986	,http://scholarship.law.berkeley.edu/btlj/,180105	,A 
Bernoulli: A Journal of Mathematical Statistics  and Probability,Project Euclid,1350-7265	,1573-9759	,1995	,http://isi.cbs.nl/bern.htm,104	,A 
Bio-based and Applied Economics Journal,Firenze University Press,2280-6180	,2280-6172	,2012	,http://www.fupress.net/index.php/bae/,1499	,C 
Bioinformatics,Oxford University Press ,1367-4803	,1367-4811	,1985	,http://bioinformatics.oxfordjournals.org/,104	,A 
Biometrical Journal: journal of mathematical methods in biosciences,"John Wiley & Sons, Inc.",0323-3847	,1521-4036	,1959	,http://au.wiley.com/WileyCDA/WileyTitle/productCd-2221.html,104	,B 
Biometrics,International Biometric Society,0006-341X	,1541-0420	,1945	,https://www.jstor.org/journal/biometrics,104	,A* 
Biometrika,Oxford University Press ,0006-3444	,1464-3510	,1901	,http://biomet.oxfordjournals.org/,104	,A* 
Biostatistics,Oxford University Press ,1465-4644	,1468-4357	,2000	,http://biostatistics.oxfordjournals.org/,104	,A* 
